group_id,antecedent_movie,antecedent_rating,consequent_movie,consequent_rating,support,confidence,lift
Group175,"Matrix, The (1999)",high,,,,,
Group175,,,"Shawshank Redemption, The (1994)",high,0.014347631146315947,0.15720524017467247,1.389511574648261
Group176,"Shawshank Redemption, The (1994)",high,,,,,
Group176,,,"Matrix, The (1999)",high,0.014347631146315947,0.12681638044914134,1.389511574648261
Group177,"Matrix, The (1999)",high,,,,,
Group177,,,Pulp Fiction (1994),high,0.011906541124894136,0.13045851528384278,1.3696097161572052
Group178,Pulp Fiction (1994),high,,,,,
Group178,,,"Matrix, The (1999)",high,0.011906541124894136,0.125,1.3696097161572052
Group179,"Matrix, The (1999)",high,,,,,
Group179,,,Forrest Gump (1994),high,0.010910177850844418,0.11954148471615719,1.272974123452214
Group180,Forrest Gump (1994),high,,,,,
Group180,,,"Matrix, The (1999)",high,0.010910177850844418,0.11618037135278515,1.272974123452214
Group181,"Shawshank Redemption, The (1994)",high,,,,,
Group181,,,Fight Club (1999),high,0.014447267473720918,0.12769704975781593,1.5842168601907536
Group182,Fight Club (1999),high,,,,,
Group182,,,"Shawshank Redemption, The (1994)",high,0.014447267473720918,0.1792336217552534,1.5842168601907536
Group183,"Matrix, The (1999)",high,,,,,
Group183,,,Fight Club (1999),high,0.013201813381158771,0.14465065502183405,1.7945442510836063
Group184,Fight Club (1999),high,,,,,
Group184,,,"Matrix, The (1999)",high,0.013201813381158771,0.16378244746600742,1.7945442510836063
Group185,Pulp Fiction (1994),high,,,,,
Group185,,,Fight Club (1999),high,0.013002540726348827,0.1365062761506276,1.693504623715419
Group186,Fight Club (1999),high,,,,,
Group186,,,Pulp Fiction (1994),high,0.013002540726348827,0.16131025957972805,1.693504623715419
Group187,"Silence of the Lambs, The (1991)",high,,,,,
Group187,,,Fight Club (1999),high,0.009614905594579783,0.10740122426265998,1.3324256950706885
Group188,Fight Club (1999),high,,,,,
Group188,,,"Silence of the Lambs, The (1991)",high,0.009614905594579783,0.11928306551297899,1.3324256950706885
Group189,Forrest Gump (1994),high,,,,,
Group189,,,Fight Club (1999),high,0.010661087032331987,0.11352785145888594,1.4084329804290592
Group190,Fight Club (1999),high,,,,,
Group190,,,Forrest Gump (1994),high,0.010661087032331987,0.13226205191594562,1.4084329804290592
Group191,"Usual Suspects, The (1995)",high,,,,,
Group191,,,"Shawshank Redemption, The (1994)",high,0.013151995217456285,0.1863091037402964,1.6467558958075603
Group192,"Shawshank Redemption, The (1994)",high,,,,,
Group192,,,"Usual Suspects, The (1995)",high,0.013151995217456285,0.11624834874504623,1.6467558958075603
Group193,Pulp Fiction (1994),high,,,,,
Group193,,,"Usual Suspects, The (1995)",high,0.012055995616001593,0.12656903765690375,1.7929571580007262
Group194,"Usual Suspects, The (1995)",high,,,,,
Group194,,,Pulp Fiction (1994),high,0.012055995616001593,0.17078334509527168,1.7929571580007262
Group195,"Usual Suspects, The (1995)",high,,,,,
Group195,,,"Silence of the Lambs, The (1991)",high,0.010910177850844418,0.1545518701482004,1.7263882523566092
Group196,"Silence of the Lambs, The (1991)",high,,,,,
Group196,,,"Usual Suspects, The (1995)",high,0.010910177850844418,0.12186978297161935,1.7263882523566092
Group197,"Usual Suspects, The (1995)",high,,,,,
Group197,,,Fight Club (1999),high,0.008618542320530066,0.12208892025405788,1.514642086687085
Group198,Fight Club (1999),high,,,,,
Group198,,,"Usual Suspects, The (1995)",high,0.008618542320530066,0.10692212608158222,1.5146420866870853
Group199,"Matrix, The (1999)",high,,,,,
Group199,,,"Usual Suspects, The (1995)",high,0.008469087829422607,0.0927947598253275,1.3145160296215943
Group200,"Usual Suspects, The (1995)",high,,,,,
Group200,,,"Matrix, The (1999)",high,0.008469087829422607,0.11997177134791813,1.314516029621594
Group201,"Usual Suspects, The (1995)",high,,,,,
Group201,,,Forrest Gump (1994),high,0.0077218153738853185,0.10938602681721947,1.164830618727876
Group202,Forrest Gump (1994),high,,,,,
Group202,,,"Usual Suspects, The (1995)",high,0.0077218153738853185,0.08222811671087533,1.1648306187278763
Group203,"Usual Suspects, The (1995)",high,,,,,
Group203,,,Schindler's List (1993),high,0.008817814975340009,0.12491178546224417,1.6682330469618278
Group204,Schindler's List (1993),high,,,,,
Group204,,,"Usual Suspects, The (1995)",high,0.008817814975340009,0.11776447105788422,1.6682330469618278
Group205,"Usual Suspects, The (1995)",high,,,,,
Group205,,,Star Wars: Episode IV - A New Hope (1977),high,0.0075723608827778606,0.10726887791107974,1.3784943574322046
Group206,Star Wars: Episode IV - A New Hope (1977),high,,,,,
Group206,,,"Usual Suspects, The (1995)",high,0.0075723608827778606,0.0973111395646607,1.3784943574322048
Group207,"Shawshank Redemption, The (1994)",high,,,,,
Group207,,,Good Will Hunting (1997),high,0.008718178647935037,0.07705856450902686,1.6062269630214911
Group208,Good Will Hunting (1997),high,,,,,
Group208,,,"Shawshank Redemption, The (1994)",high,0.008718178647935037,0.181723779854621,1.6062269630214914
Group209,"Matrix, The (1999)",high,,,,,
Group209,,,Good Will Hunting (1997),high,0.007771633537587804,0.08515283842794759,1.7749459249887767
Group210,Good Will Hunting (1997),high,,,,,
Group210,,,"Matrix, The (1999)",high,0.007771633537587804,0.16199376947040497,1.7749459249887767
Group211,"Silence of the Lambs, The (1991)",high,,,,,
Group211,,,Good Will Hunting (1997),high,0.007522542719075375,0.08402893711741792,1.7515190599770818
Group212,Good Will Hunting (1997),high,,,,,
Group212,,,"Silence of the Lambs, The (1991)",high,0.007522542719075375,0.15680166147455868,1.751519059977082
Group213,Fight Club (1999),high,,,,,
Group213,,,Good Will Hunting (1997),high,0.007373088227967917,0.09147095179233622,1.9066421758334007
Group214,Good Will Hunting (1997),high,,,,,
Group214,,,Fight Club (1999),high,0.007373088227967917,0.15368639667705086,1.9066421758334007
Group215,"Usual Suspects, The (1995)",high,,,,,
Group215,,,Good Will Hunting (1997),high,0.007123997409455488,0.10091743119266056,2.103546829003401
Group216,Good Will Hunting (1997),high,,,,,
Group216,,,"Usual Suspects, The (1995)",high,0.007123997409455488,0.14849428868120457,2.103546829003401
Group217,Forrest Gump (1994),high,,,,,
Group217,,,Good Will Hunting (1997),high,0.007472724555372889,0.07957559681697614,1.6586925803812689
Group218,Good Will Hunting (1997),high,,,,,
Group218,,,Forrest Gump (1994),high,0.007472724555372889,0.1557632398753894,1.6586925803812687
Group219,"Fugitive, The (1993)",high,,,,,
Group219,,,"Silence of the Lambs, The (1991)",high,0.008568724156827578,0.17731958762886596,1.9807101182383007
Group220,"Silence of the Lambs, The (1991)",high,,,,,
Group220,,,"Fugitive, The (1993)",high,0.008568724156827578,0.09571508069003894,1.9807101182383005
Group221,"Fugitive, The (1993)",high,,,,,
Group221,,,"Shawshank Redemption, The (1994)",high,0.0077218153738853185,0.15979381443298968,1.4123915619169536
Group222,"Shawshank Redemption, The (1994)",high,,,,,
Group222,,,"Fugitive, The (1993)",high,0.0077218153738853185,0.06825187142228092,1.4123915619169536
Group223,"Fugitive, The (1993)",high,,,,,
Group223,,,Forrest Gump (1994),high,0.007671997210182833,0.15876288659793814,1.69063523749624
Group224,Forrest Gump (1994),high,,,,,
Group224,,,"Fugitive, The (1993)",high,0.007671997210182833,0.0816976127320955,1.6906352374962401
Group225,Ace Ventura: Pet Detective (1994),low,,,,,
Group225,,,Congo (1995),low,0.0070243610820505155,0.12511091393078969,4.227864268236939
Group226,Congo (1995),low,,,,,
Group226,,,Ace Ventura: Pet Detective (1994),low,0.0070243610820505155,0.23737373737373738,4.227864268236939
Group227,Waterworld (1995),low,,,,,
Group227,,,Congo (1995),low,0.007921088028695263,0.18861209964412812,6.3737553470649555
Group228,Congo (1995),low,,,,,
Group228,,,Waterworld (1995),low,0.007921088028695263,0.2676767676767677,6.3737553470649555
Group229,Batman Forever (1995),low,,,,,
Group229,,,Congo (1995),low,0.007921088028695263,0.17207792207792208,5.815017053653418
Group230,Congo (1995),low,,,,,
Group230,,,Batman Forever (1995),low,0.007921088028695263,0.2676767676767677,5.815017053653417
Group231,Judge Dredd (1995),low,,,,,
Group231,,,Congo (1995),low,0.009066905793852439,0.28,9.462020202020204
Group232,Congo (1995),low,,,,,
Group232,,,Judge Dredd (1995),low,0.009066905793852439,0.3063973063973064,9.462020202020202
Group233,Ace Ventura: When Nature Calls (1995),low,,,,,
Group233,,,Congo (1995),low,0.008219997010910177,0.17169614984391257,5.8021158515435305
Group234,Congo (1995),low,,,,,
Group234,,,Ace Ventura: When Nature Calls (1995),low,0.008219997010910177,0.27777777777777773,5.80211585154353
Group235,"Princess Bride, The (1987)",high,,,,,
Group235,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.007622179046480347,0.16612377850162868,2.5072200044084156
Group236,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group236,,,"Princess Bride, The (1987)",high,0.007622179046480347,0.11503759398496241,2.507220004408415
Group237,"Princess Bride, The (1987)",high,,,,,
Group237,,,Star Wars: Episode IV - A New Hope (1977),high,0.007373088227967917,0.16069489685124866,2.06506316548983
Group238,Star Wars: Episode IV - A New Hope (1977),high,,,,,
Group238,,,"Princess Bride, The (1987)",high,0.007373088227967917,0.09475032010243278,2.0650631654898297
Group239,"Princess Bride, The (1987)",high,,,,,
Group239,,,Star Wars: Episode V - The Empire Strikes Back (1980),high,0.0077218153738853185,0.16829533116178066,2.46583370978863
Group240,Star Wars: Episode V - The Empire Strikes Back (1980),high,,,,,
Group240,,,"Princess Bride, The (1987)",high,0.0077218153738853185,0.11313868613138686,2.4658337097886305
Group241,One Flew Over the Cuckoo's Nest (1975),high,,,,,
Group241,,,Pulp Fiction (1994),high,0.007422906391670403,0.16427783902976845,1.7246595516969363
Group242,Pulp Fiction (1994),high,,,,,
Group242,,,One Flew Over the Cuckoo's Nest (1975),high,0.007422906391670403,0.07792887029288703,1.7246595516969365
Group243,"Godfather: Part II, The (1974)",high,,,,,
Group243,,,"Godfather, The (1972)",high,0.009814178249389727,0.23149236192714454,3.452263135931332
Group244,"Godfather, The (1972)",high,,,,,
Group244,,,"Godfather: Part II, The (1974)",high,0.009814178249389727,0.14635958395245172,3.452263135931332
Group245,"Godfather: Part II, The (1974)",high,,,,,
Group245,,,Pulp Fiction (1994),high,0.007472724555372889,0.1762632197414806,1.8504872436562447
Group246,Pulp Fiction (1994),high,,,,,
Group246,,,"Godfather: Part II, The (1974)",high,0.007472724555372889,0.07845188284518828,1.8504872436562447
Group247,"Usual Suspects, The (1995)",high,,,,,
Group247,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.008020724356100234,0.11362032462949895,1.7148126137503252
Group248,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group248,,,"Usual Suspects, The (1995)",high,0.008020724356100234,0.12105263157894737,1.714812613750325
Group249,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group249,,,"Shawshank Redemption, The (1994)",high,0.009465451103472326,0.14285714285714285,1.262691073787507
Group250,"Shawshank Redemption, The (1994)",high,,,,,
Group250,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.009465451103472326,0.0836635843240863,1.262691073787507
Group251,Pulp Fiction (1994),high,,,,,
Group251,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.00916654212125741,0.09623430962343096,1.4524145090760374
Group252,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group252,,,Pulp Fiction (1994),high,0.00916654212125741,0.13834586466165413,1.4524145090760374
Group253,Forrest Gump (1994),high,,,,,
Group253,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.008718178647935037,0.09283819628647215,1.4011587323747035
Group254,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group254,,,Forrest Gump (1994),high,0.008718178647935037,0.13157894736842107,1.4011587323747037
Group255,"Silence of the Lambs, The (1991)",high,,,,,
Group255,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.008369451502017636,0.09348914858096828,1.410983217643441
Group256,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group256,,,"Silence of the Lambs, The (1991)",high,0.008369451502017636,0.12631578947368421,1.4109832176434407
Group257,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group257,,,Schindler's List (1993),high,0.007273451900562946,0.10977443609022558,1.46606936502934
Group258,Schindler's List (1993),high,,,,,
Group258,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.007273451900562946,0.09713905522288756,1.46606936502934
Group259,"Godfather, The (1972)",high,,,,,
Group259,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.00782145170129029,0.11664190193164933,1.760415712386464
Group260,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group260,,,"Godfather, The (1972)",high,0.00782145170129029,0.11804511278195488,1.760415712386464
Group261,Star Wars: Episode IV - A New Hope (1977),high,,,,,
Group261,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.010810541523439446,0.1389244558258643,2.096714738189905
Group262,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group262,,,Star Wars: Episode IV - A New Hope (1977),high,0.010810541523439446,0.1631578947368421,2.096714738189905
Group263,"Matrix, The (1999)",high,,,,,
Group263,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.010063269067902158,0.11026200873362445,1.6641272942180778
Group264,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group264,,,"Matrix, The (1999)",high,0.010063269067902158,0.1518796992481203,1.664127294218078
Group265,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,,,,,
Group265,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.008120360683505206,0.1176046176046176,1.7749454805845784
Group266,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group266,,,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,0.008120360683505206,0.12255639097744361,1.7749454805845784
Group267,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group267,,,Star Wars: Episode V - The Empire Strikes Back (1980),high,0.01076072335973696,0.162406015037594,2.3795444816420614
Group268,Star Wars: Episode V - The Empire Strikes Back (1980),high,,,,,
Group268,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.01076072335973696,0.15766423357664233,2.3795444816420614
Group269,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,,,,,
Group269,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.00782145170129029,0.11804511278195488,1.8185107819433466
Group270,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group270,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.00782145170129029,0.1204911742133538,1.8185107819433466
Group271,"Matrix, The (1999)",high,,,,,
Group271,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.01135854132416679,0.1244541484716157,1.91724337856542
Group272,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group272,,,"Matrix, The (1999)",high,0.01135854132416679,0.17498081350729086,1.91724337856542
Group273,Star Wars: Episode V - The Empire Strikes Back (1980),high,,,,,
Group273,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.008269815174612664,0.12116788321167885,1.866617743444382
Group274,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group274,,,Star Wars: Episode V - The Empire Strikes Back (1980),high,0.008269815174612664,0.12739831158864162,1.8666177434443818
Group275,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,,,,,
Group275,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.014546903801125891,0.2106782106782107,3.245543916303702
Group276,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group276,,,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,0.014546903801125891,0.2240982348426708,3.2455439163037023
Group277,Pulp Fiction (1994),high,,,,,
Group277,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.007871269864992776,0.08263598326359832,1.2730253968152028
Group278,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group278,,,Pulp Fiction (1994),high,0.007871269864992776,0.12125863392171911,1.2730253968152028
Group279,"Shawshank Redemption, The (1994)",high,,,,,
Group279,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.010860359687141932,0.09599295464553059,1.4787924624710174
Group280,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group280,,,"Shawshank Redemption, The (1994)",high,0.010860359687141932,0.16730621642363777,1.4787924624710176
Group281,Forrest Gump (1994),high,,,,,
Group281,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.008170178847207691,0.08700265251989389,1.3402948918126096
Group282,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group282,,,Forrest Gump (1994),high,0.008170178847207691,0.12586339217191098,1.3402948918126096
Group283,Fight Club (1999),high,,,,,
Group283,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.00891745130274498,0.11063040791100123,1.7042856316174428
Group284,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group284,,,Fight Club (1999),high,0.00891745130274498,0.13737528779739064,1.7042856316174428
Group285,"Silence of the Lambs, The (1991)",high,,,,,
Group285,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.00782145170129029,0.08736783528102392,1.3459206121227885
Group286,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group286,,,"Silence of the Lambs, The (1991)",high,0.00782145170129029,0.1204911742133538,1.3459206121227885
Group287,Star Wars: Episode IV - A New Hope (1977),high,,,,,
Group287,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.007970906192397749,0.10243277848911653,1.5779993573384776
Group288,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group288,,,Star Wars: Episode IV - A New Hope (1977),high,0.007970906192397749,0.12279355333844975,1.5779993573384776
Group289,Independence Day (a.k.a. ID4) (1996),low,,,,,
Group289,,,Ace Ventura: Pet Detective (1994),low,0.007522542719075375,0.17276887871853547,3.077186958755246
Group290,Ace Ventura: Pet Detective (1994),low,,,,,
Group290,,,Independence Day (a.k.a. ID4) (1996),low,0.007522542719075375,0.13398402839396628,3.077186958755246
Group291,Dumb & Dumber (Dumb and Dumber) (1994),low,,,,,
Group291,,,Independence Day (a.k.a. ID4) (1996),low,0.007323270064265431,0.1378986866791745,3.167094207907402
Group292,Independence Day (a.k.a. ID4) (1996),low,,,,,
Group292,,,Dumb & Dumber (Dumb and Dumber) (1994),low,0.007323270064265431,0.16819221967963388,3.1670942079074025
Group293,Independence Day (a.k.a. ID4) (1996),low,,,,,
Group293,,,Star Wars: Episode I - The Phantom Menace (1999),low,0.0102625417227121,0.23569794050343248,4.837591778860327
Group294,Star Wars: Episode I - The Phantom Menace (1999),low,,,,,
Group294,,,Independence Day (a.k.a. ID4) (1996),low,0.0102625417227121,0.21063394683026584,4.837591778860328
Group295,Batman Forever (1995),low,,,,,
Group295,,,Independence Day (a.k.a. ID4) (1996),low,0.009066905793852439,0.19696969696969696,4.523767422508842
Group296,Independence Day (a.k.a. ID4) (1996),low,,,,,
Group296,,,Batman Forever (1995),low,0.009066905793852439,0.20823798627002288,4.523767422508841
Group297,Independence Day (a.k.a. ID4) (1996),low,,,,,
Group297,,,Waterworld (1995),low,0.007422906391670403,0.17048054919908467,4.059378486445109
Group298,Waterworld (1995),low,,,,,
Group298,,,Independence Day (a.k.a. ID4) (1996),low,0.007422906391670403,0.17674970344009489,4.059378486445108
Group299,Dumb & Dumber (Dumb and Dumber) (1994),low,,,,,
Group299,,,Waterworld (1995),low,0.010013450904199672,0.18855534709193247,4.489764510292242
Group300,Waterworld (1995),low,,,,,
Group300,,,Dumb & Dumber (Dumb and Dumber) (1994),low,0.010013450904199672,0.23843416370106763,4.489764510292242
Group301,Ace Ventura: Pet Detective (1994),low,,,,,
Group301,,,Waterworld (1995),low,0.010611268868629502,0.18899733806566102,4.500288928816149
Group302,Waterworld (1995),low,,,,,
Group302,,,Ace Ventura: Pet Detective (1994),low,0.010611268868629502,0.25266903914590744,4.500288928816149
Group303,Batman Forever (1995),low,,,,,
Group303,,,Waterworld (1995),low,0.011458177651571764,0.24891774891774893,5.927077074763908
Group304,Waterworld (1995),low,,,,,
Group304,,,Batman Forever (1995),low,0.011458177651571764,0.27283511269276395,5.927077074763908
Group305,Star Wars: Episode I - The Phantom Menace (1999),low,,,,,
Group305,,,Waterworld (1995),low,0.008120360683505206,0.16666666666666666,3.9685646500593115
Group306,Waterworld (1995),low,,,,,
Group306,,,Star Wars: Episode I - The Phantom Menace (1999),low,0.008120360683505206,0.1933570581257414,3.9685646500593115
Group307,Ace Ventura: When Nature Calls (1995),low,,,,,
Group307,,,Waterworld (1995),low,0.009365814776067355,0.19562955254942768,4.658211160527475
Group308,Waterworld (1995),low,,,,,
Group308,,,Ace Ventura: When Nature Calls (1995),low,0.009365814776067355,0.22301304863582444,4.658211160527475
Group309,Independence Day (a.k.a. ID4) (1996),low,,,,,
Group309,,,Titanic (1997),low,0.007671997210182833,0.17620137299771169,4.593363844393593
Group310,Titanic (1997),low,,,,,
Group310,,,Independence Day (a.k.a. ID4) (1996),low,0.007671997210182833,0.2,4.593363844393593
Group311,Titanic (1997),low,,,,,
Group311,,,Star Wars: Episode I - The Phantom Menace (1999),low,0.009116723957554924,0.23766233766233769,4.877910126683133
Group312,Star Wars: Episode I - The Phantom Menace (1999),low,,,,,
Group312,,,Titanic (1997),low,0.009116723957554924,0.18711656441717792,4.877910126683133
Group313,Batman Forever (1995),low,,,,,
Group313,,,Charlie's Angels (2000),low,0.007472724555372889,0.16233766233766234,4.668486957168906
Group314,Charlie's Angels (2000),low,,,,,
Group314,,,Batman Forever (1995),low,0.007472724555372889,0.2148997134670487,4.668486957168906
Group315,Wild Wild West (1999),low,,,,,
Group315,,,Charlie's Angels (2000),low,0.007970906192397749,0.24390243902439027,7.014116989307429
Group316,Charlie's Angels (2000),low,,,,,
Group316,,,Wild Wild West (1999),low,0.007970906192397749,0.22922636103151864,7.01411698930743
Group317,Wild Wild West (1999),low,,,,,
Group317,,,Star Wars: Episode I - The Phantom Menace (1999),low,0.008817814975340009,0.2698170731707317,5.537871277869221
Group318,Star Wars: Episode I - The Phantom Menace (1999),low,,,,,
Group318,,,Wild Wild West (1999),low,0.008817814975340009,0.18098159509202452,5.53787127786922
Group319,Wild Wild West (1999),low,,,,,
Group319,,,Batman & Robin (1997),low,0.008668360484232552,0.2652439024390244,8.103867357166722
Group320,Batman & Robin (1997),low,,,,,
Group320,,,Wild Wild West (1999),low,0.008668360484232552,0.2648401826484018,8.103867357166722
Group321,Wild Wild West (1999),low,,,,,
Group321,,,Armageddon (1998),low,0.008618542320530066,0.26371951219512196,7.750573599257223
Group322,Armageddon (1998),low,,,,,
Group322,,,Wild Wild West (1999),low,0.008618542320530066,0.253294289897511,7.7505735992572244
Group323,Judge Dredd (1995),low,,,,,
Group323,,,Waterworld (1995),low,0.008170178847207691,0.2523076923076923,6.007796331782096
Group324,Waterworld (1995),low,,,,,
Group324,,,Judge Dredd (1995),low,0.008170178847207691,0.19454329774614468,6.007796331782096
Group325,Batman Forever (1995),low,,,,,
Group325,,,Judge Dredd (1995),low,0.009365814776067355,0.20346320346320346,6.283256743256743
Group326,Judge Dredd (1995),low,,,,,
Group326,,,Batman Forever (1995),low,0.009365814776067355,0.28923076923076924,6.283256743256743
Group327,Ace Ventura: When Nature Calls (1995),low,,,,,
Group327,,,Judge Dredd (1995),low,0.008369451502017636,0.17481789802289283,5.398645641559273
Group328,Judge Dredd (1995),low,,,,,
Group328,,,Ace Ventura: When Nature Calls (1995),low,0.008369451502017636,0.25846153846153846,5.398645641559273
Group329,Judge Dredd (1995),low,,,,,
Group329,,,Batman & Robin (1997),low,0.007123997409455488,0.22,6.721552511415525
Group330,Batman & Robin (1997),low,,,,,
Group330,,,Judge Dredd (1995),low,0.007123997409455488,0.21765601217656014,6.721552511415526
Group331,Ace Ventura: Pet Detective (1994),low,,,,,
Group331,,,Judge Dredd (1995),low,0.007472724555372889,0.13309671694764863,4.110231383523309
Group332,Judge Dredd (1995),low,,,,,
Group332,,,Ace Ventura: Pet Detective (1994),low,0.007472724555372889,0.23076923076923078,4.110231383523309
Group333,Independence Day (a.k.a. ID4) (1996),low,,,,,
Group333,,,Twister (1996),low,0.010212723559009615,0.2345537757437071,7.461486435029212
Group334,Twister (1996),low,,,,,
Group334,,,Independence Day (a.k.a. ID4) (1996),low,0.010212723559009615,0.3248811410459588,7.461486435029212
Group335,Twister (1996),low,,,,,
Group335,,,Waterworld (1995),low,0.007223633736860459,0.22979397781299524,5.471713542871
Group336,Waterworld (1995),low,,,,,
Group336,,,Twister (1996),low,0.007223633736860459,0.1720047449584816,5.471713542871
Group337,Armageddon (1998),low,,,,,
Group337,,,Twister (1996),low,0.0075723608827778606,0.22254758418740847,7.079552547375357
Group338,Twister (1996),low,,,,,
Group338,,,Armageddon (1998),low,0.0075723608827778606,0.2408874801901743,7.079552547375357
Group339,Star Wars: Episode I - The Phantom Menace (1999),low,,,,,
Group339,,,Twister (1996),low,0.007422906391670403,0.1523517382413088,4.846523679425977
Group340,Twister (1996),low,,,,,
Group340,,,Star Wars: Episode I - The Phantom Menace (1999),low,0.007422906391670403,0.23613312202852613,4.846523679425976
Group341,Batman Forever (1995),low,,,,,
Group341,,,Twister (1996),low,0.008718178647935037,0.1893939393939394,6.0248883446189305
Group342,Twister (1996),low,,,,,
Group342,,,Batman Forever (1995),low,0.008718178647935037,0.277337559429477,6.0248883446189305
Group343,Anaconda (1997),low,,,,,
Group343,,,Batman & Robin (1997),low,0.007223633736860459,0.3318077803203661,10.137560995998035
Group344,Batman & Robin (1997),low,,,,,
Group344,,,Anaconda (1997),low,0.007223633736860459,0.2207001522070015,10.137560995998035
Group345,"Matrix Reloaded, The (2003)",low,,,,,
Group345,,,"Matrix Revolutions, The (2003)",low,0.009714541921984756,0.44318181818181823,21.592205428067082
Group346,"Matrix Revolutions, The (2003)",low,,,,,
Group346,,,"Matrix Reloaded, The (2003)",low,0.009714541921984756,0.4733009708737865,21.592205428067082
Group347,Star Wars: Episode I - The Phantom Menace (1999),low,,,,,
Group347,,,"Matrix Revolutions, The (2003)",low,0.007223633736860459,0.14826175869120653,7.223442432545118
Group348,"Matrix Revolutions, The (2003)",low,,,,,
Group348,,,Star Wars: Episode I - The Phantom Menace (1999),low,0.007223633736860459,0.35194174757281554,7.223442432545119
Group349,Kill Bill: Vol. 1 (2003),low,,,,,
Group349,,,Kill Bill: Vol. 2 (2004),low,0.009266178448662381,0.5,32.27170418006431
Group350,Kill Bill: Vol. 2 (2004),low,,,,,
Group350,,,Kill Bill: Vol. 1 (2003),low,0.009266178448662381,0.5980707395498392,32.27170418006431
Group351,Inception (2010),high,,,,,
Group351,,,Fight Club (1999),high,0.008867633139042494,0.1585040071237756,1.966409724966346
Group352,Fight Club (1999),high,,,,,
Group352,,,Inception (2010),high,0.008867633139042494,0.1100123609394314,1.966409724966346
Group353,Forrest Gump (1994),high,,,,,
Group353,,,Inception (2010),high,0.007323270064265431,0.07798408488063661,1.3939221155912902
Group354,Inception (2010),high,,,,,
